ProcessorID,ProcessorType,ProcessorSpeed,ProcessorQty,ProcessorValue
209,Core2Duo,1.61,1,0
210,Core2Duo,1.61,2,0
211,Core2Duo,1.61,3,0
212,Core2Duo,1.61,4,0
213,Core2Duo,1.62,1,0
214,Core2Duo,1.62,2,0
215,Core2Duo,1.62,3,0
216,Core2Duo,1.62,4,0
217,Core2Duo,1.63,1,0
218,Core2Duo,1.63,2,0
219,Core2Duo,1.63,3,0
220,Core2Duo,1.63,4,0
221,Core2Duo,1.64,1,0
222,Core2Duo,1.64,2,0
223,Core2Duo,1.64,3,0
224,Core2Duo,1.64,4,0
225,Core2Duo,1.65,1,0
226,Core2Duo,1.65,2,0
227,Core2Duo,1.65,3,0
228,Core2Duo,1.65,4,0
229,Core2Duo,1.66,1,0
230,Core2Duo,1.66,2,0
231,Core2Duo,1.66,3,0
232,Core2Duo,1.66,4,0
233,Core2Duo,1.67,1,0
234,Core2Duo,1.67,2,0
235,Core2Duo,1.67,3,0
236,Core2Duo,1.67,4,0
237,Core2Duo,1.68,1,0
238,Core2Duo,1.68,2,0
239,Core2Duo,1.68,3,0
240,Core2Duo,1.68,4,0
241,Core2Duo,1.69,1,0
242,Core2Duo,1.69,2,0
243,Core2Duo,1.69,3,0
244,Core2Duo,1.69,4,0
245,Core2Duo,1.7,1,0
246,Core2Duo,1.7,2,0
247,Core2Duo,1.7,3,0
248,Core2Duo,1.7,4,0
249,Core2Duo,1.71,1,0
250,Core2Duo,1.71,2,0
251,Core2Duo,1.71,3,0
252,Core2Duo,1.71,4,0
253,Core2Duo,1.72,1,0
254,Core2Duo,1.72,2,0
255,Core2Duo,1.72,3,0
256,Core2Duo,1.72,4,0
257,Core2Duo,1.73,1,0
258,Core2Duo,1.73,2,0
259,Core2Duo,1.73,3,0
260,Core2Duo,1.73,4,0
261,Core2Duo,1.74,1,0
262,Core2Duo,1.74,2,0
263,Core2Duo,1.74,3,0
264,Core2Duo,1.74,4,0
265,Core2Duo,1.75,1,0
266,Core2Duo,1.75,2,0
267,Core2Duo,1.75,3,0
268,Core2Duo,1.75,4,0
269,Core2Duo,1.76,1,0
270,Core2Duo,1.76,2,0
271,Core2Duo,1.76,3,0
272,Core2Duo,1.76,4,0
273,Core2Duo,1.77,1,0
274,Core2Duo,1.77,2,0
275,Core2Duo,1.77,3,0
276,Core2Duo,1.77,4,0
277,Core2Duo,1.78,1,0
278,Core2Duo,1.78,2,0
279,Core2Duo,1.78,3,0
280,Core2Duo,1.78,4,0
281,Core2Duo,1.79,1,0
282,Core2Duo,1.79,2,0
283,Core2Duo,1.79,3,0
284,Core2Duo,1.79,4,0
285,Core2Duo,1.8,1,0
286,Core2Duo,1.8,2,0
287,Core2Duo,1.8,3,0
288,Core2Duo,1.8,4,0
289,Core2Duo,1.81,1,0
290,Core2Duo,1.81,2,0
291,Core2Duo,1.81,3,0
292,Core2Duo,1.81,4,0
293,Core2Duo,1.82,1,0
294,Core2Duo,1.82,2,0
295,Core2Duo,1.82,3,0
296,Core2Duo,1.82,4,0
297,Core2Duo,1.83,1,0
298,Core2Duo,1.83,2,0
299,Core2Duo,1.83,3,0
300,Core2Duo,1.83,4,0
301,Core2Duo,1.84,1,0
302,Core2Duo,1.84,2,0
303,Core2Duo,1.84,3,0
304,Core2Duo,1.84,4,0
305,Core2Duo,1.85,1,0
306,Core2Duo,1.85,2,0
307,Core2Duo,1.85,3,0
308,Core2Duo,1.85,4,0
309,Core2Duo,1.86,1,0
310,Core2Duo,1.86,2,0
311,Core2Duo,1.86,3,0
312,Core2Duo,1.86,4,0
313,Core2Duo,1.87,1,0
314,Core2Duo,1.87,2,0
315,Core2Duo,1.87,3,0
316,Core2Duo,1.87,4,0
317,Core2Duo,1.88,1,0
318,Core2Duo,1.88,2,0
319,Core2Duo,1.88,3,0
320,Core2Duo,1.88,4,0
321,Core2Duo,1.89,1,0
322,Core2Duo,1.89,2,0
323,Core2Duo,1.89,3,0
324,Core2Duo,1.89,4,0
325,Core2Duo,1.9,1,0
326,Core2Duo,1.9,2,0
327,Core2Duo,1.9,3,0
328,Core2Duo,1.9,4,0
329,Core2Duo,1.91,1,0
330,Core2Duo,1.91,2,0
331,Core2Duo,1.91,3,0
332,Core2Duo,1.91,4,0
333,Core2Duo,1.92,1,0
334,Core2Duo,1.92,2,0
335,Core2Duo,1.92,3,0
336,Core2Duo,1.92,4,0
337,Core2Duo,1.93,1,0
338,Core2Duo,1.93,2,0
339,Core2Duo,1.93,3,0
340,Core2Duo,1.93,4,0
341,Core2Duo,1.94,1,0
342,Core2Duo,1.94,2,0
343,Core2Duo,1.94,3,0
344,Core2Duo,1.94,4,0
345,Core2Duo,1.95,1,0
346,Core2Duo,1.95,2,0
347,Core2Duo,1.95,3,0
348,Core2Duo,1.95,4,0
349,Core2Duo,1.96,1,0
350,Core2Duo,1.96,2,0
351,Core2Duo,1.96,3,0
352,Core2Duo,1.96,4,0
353,Core2Duo,1.97,1,0
354,Core2Duo,1.97,2,0
355,Core2Duo,1.97,3,0
356,Core2Duo,1.97,4,0
357,Core2Duo,1.98,1,0
358,Core2Duo,1.98,2,0
359,Core2Duo,1.98,3,0
360,Core2Duo,1.98,4,0
361,Core2Duo,1.99,1,0
362,Core2Duo,1.99,2,0
363,Core2Duo,1.99,3,0
364,Core2Duo,1.99,4,0
365,Core2Duo,2,1,0
366,Core2Duo,2,2,0
367,Core2Duo,2,3,0
368,Core2Duo,2,4,0
369,Core2Duo,2.01,1,0
370,Core2Duo,2.01,2,0
371,Core2Duo,2.01,3,0
372,Core2Duo,2.01,4,0
373,Core2Duo,2.02,1,0
374,Core2Duo,2.02,2,0
375,Core2Duo,2.02,3,0
376,Core2Duo,2.02,4,0
377,Core2Duo,2.03,1,0
378,Core2Duo,2.03,2,0
379,Core2Duo,2.03,3,0
380,Core2Duo,2.03,4,0
381,Core2Duo,2.04,1,0
382,Core2Duo,2.04,2,0
383,Core2Duo,2.04,3,0
384,Core2Duo,2.04,4,0
385,Core2Duo,2.05,1,0
386,Core2Duo,2.05,2,0
387,Core2Duo,2.05,3,0
388,Core2Duo,2.05,4,0
389,Core2Duo,2.06,1,0
390,Core2Duo,2.06,2,0
391,Core2Duo,2.06,3,0
392,Core2Duo,2.06,4,0
393,Core2Duo,2.07,1,0
394,Core2Duo,2.07,2,0
395,Core2Duo,2.07,3,0
396,Core2Duo,2.07,4,0
397,Core2Duo,2.08,1,0
398,Core2Duo,2.08,2,0
399,Core2Duo,2.08,3,0
400,Core2Duo,2.08,4,0
401,Core2Duo,2.09,1,0
402,Core2Duo,2.09,2,0
403,Core2Duo,2.09,3,0
404,Core2Duo,2.09,4,0
405,Core2Duo,2.1,1,0
406,Core2Duo,2.1,2,0
407,Core2Duo,2.1,3,0
408,Core2Duo,2.1,4,0
409,Core2Duo,2.11,1,0
410,Core2Duo,2.11,2,0
411,Core2Duo,2.11,3,0
412,Core2Duo,2.11,4,0
413,Core2Duo,2.12,1,0
414,Core2Duo,2.12,2,0
415,Core2Duo,2.12,3,0
416,Core2Duo,2.12,4,0
417,Core2Duo,2.13,1,0
418,Core2Duo,2.13,2,0
419,Core2Duo,2.13,3,0
420,Core2Duo,2.13,4,0
421,Core2Duo,2.14,1,0
422,Core2Duo,2.14,2,0
423,Core2Duo,2.14,3,0
424,Core2Duo,2.14,4,0
425,Core2Duo,2.15,1,0
426,Core2Duo,2.15,2,0
427,Core2Duo,2.15,3,0
428,Core2Duo,2.15,4,0
429,Core2Duo,2.16,1,0
430,Core2Duo,2.16,2,0
431,Core2Duo,2.16,3,0
432,Core2Duo,2.16,4,0
433,Core2Duo,2.17,1,0
434,Core2Duo,2.17,2,0
435,Core2Duo,2.17,3,0
436,Core2Duo,2.17,4,0
437,Core2Duo,2.18,1,0
438,Core2Duo,2.18,2,0
439,Core2Duo,2.18,3,0
440,Core2Duo,2.18,4,0
441,Core2Duo,2.19,1,0
442,Core2Duo,2.19,2,0
443,Core2Duo,2.19,3,0
444,Core2Duo,2.19,4,0
445,Core2Duo,2.2,1,0
446,Core2Duo,2.2,2,0
447,Core2Duo,2.2,3,0
448,Core2Duo,2.2,4,0
449,Core2Duo,2.21,1,0
450,Core2Duo,2.21,2,0
451,Core2Duo,2.21,3,0
452,Core2Duo,2.21,4,0
453,Core2Duo,2.22,1,0
454,Core2Duo,2.22,2,0
455,Core2Duo,2.22,3,0
456,Core2Duo,2.22,4,0
457,Core2Duo,2.23,1,0
458,Core2Duo,2.23,2,0
459,Core2Duo,2.23,3,0
460,Core2Duo,2.23,4,0
461,Core2Duo,2.24,1,0
462,Core2Duo,2.24,2,0
463,Core2Duo,2.24,3,0
464,Core2Duo,2.24,4,0
465,Core2Duo,2.25,1,0
466,Core2Duo,2.25,2,0
467,Core2Duo,2.25,3,0
468,Core2Duo,2.25,4,0
469,Core2Duo,2.26,1,0
470,Core2Duo,2.26,2,0
471,Core2Duo,2.26,3,0
472,Core2Duo,2.26,4,0
473,Core2Duo,2.27,1,0
474,Core2Duo,2.27,2,0
475,Core2Duo,2.27,3,0
476,Core2Duo,2.27,4,0
477,Core2Duo,2.28,1,0
478,Core2Duo,2.28,2,0
479,Core2Duo,2.28,3,0
480,Core2Duo,2.28,4,0
481,Core2Duo,2.29,1,0
482,Core2Duo,2.29,2,0
483,Core2Duo,2.29,3,0
484,Core2Duo,2.29,4,0
485,Core2Duo,2.3,1,0
486,Core2Duo,2.3,2,0
487,Core2Duo,2.3,3,0
488,Core2Duo,2.3,4,0
489,Core2Duo,2.31,1,0
490,Core2Duo,2.31,2,0
491,Core2Duo,2.31,3,0
492,Core2Duo,2.31,4,0
493,Core2Duo,2.32,1,0
494,Core2Duo,2.32,2,0
495,Core2Duo,2.32,3,0
496,Core2Duo,2.32,4,0
497,Core2Duo,2.33,1,0
498,Core2Duo,2.33,2,0
499,Core2Duo,2.33,3,0
500,Core2Duo,2.33,4,0
501,Core2Duo,2.34,1,0
502,Core2Duo,2.34,2,0
503,Core2Duo,2.34,3,0
504,Core2Duo,2.34,4,0
505,Core2Duo,2.35,1,0
506,Core2Duo,2.35,2,0
507,Core2Duo,2.35,3,0
508,Core2Duo,2.35,4,0
509,Core2Duo,2.36,1,0
510,Core2Duo,2.36,2,0
511,Core2Duo,2.36,3,0
512,Core2Duo,2.36,4,0
513,Core2Duo,2.37,1,0
514,Core2Duo,2.37,2,0
515,Core2Duo,2.37,3,0
516,Core2Duo,2.37,4,0
517,Core2Duo,2.38,1,0
518,Core2Duo,2.38,2,0
519,Core2Duo,2.38,3,0
520,Core2Duo,2.38,4,0
521,Core2Duo,2.39,1,0
522,Core2Duo,2.39,2,0
523,Core2Duo,2.39,3,0
524,Core2Duo,2.39,4,0
525,Core2Duo,2.4,1,0
526,Core2Duo,2.4,2,0
527,Core2Duo,2.4,3,0
528,Core2Duo,2.4,4,0
529,Core2Duo,2.41,1,0
530,Core2Duo,2.41,2,0
531,Core2Duo,2.41,3,0
532,Core2Duo,2.41,4,0
533,Core2Duo,2.42,1,0
534,Core2Duo,2.42,2,0
535,Core2Duo,2.42,3,0
536,Core2Duo,2.42,4,0
537,Core2Duo,2.43,1,0
538,Core2Duo,2.43,2,0
539,Core2Duo,2.43,3,0
540,Core2Duo,2.43,4,0
541,Core2Duo,2.44,1,0
542,Core2Duo,2.44,2,0
543,Core2Duo,2.44,3,0
544,Core2Duo,2.44,4,0
545,Core2Duo,2.45,1,0
546,Core2Duo,2.45,2,0
547,Core2Duo,2.45,3,0
548,Core2Duo,2.45,4,0
549,Core2Duo,2.46,1,0
550,Core2Duo,2.46,2,0
551,Core2Duo,2.46,3,0
552,Core2Duo,2.46,4,0
553,Core2Duo,2.47,1,0
554,Core2Duo,2.47,2,0
555,Core2Duo,2.47,3,0
556,Core2Duo,2.47,4,0
557,Core2Duo,2.48,1,0
558,Core2Duo,2.48,2,0
559,Core2Duo,2.48,3,0
560,Core2Duo,2.48,4,0
561,Core2Duo,2.49,1,0
562,Core2Duo,2.49,2,0
563,Core2Duo,2.49,3,0
564,Core2Duo,2.49,4,0
565,Core2Duo,2.5,1,0
566,Core2Duo,2.5,2,0
567,Core2Duo,2.5,3,0
568,Core2Duo,2.5,4,0
569,Core2Duo,2.51,1,0
570,Core2Duo,2.51,2,0
571,Core2Duo,2.51,3,0
572,Core2Duo,2.51,4,0
573,Core2Duo,2.52,1,0
574,Core2Duo,2.52,2,0
575,Core2Duo,2.52,3,0
576,Core2Duo,2.52,4,0
577,Core2Duo,2.53,1,0
578,Core2Duo,2.53,2,0
579,Core2Duo,2.53,3,0
580,Core2Duo,2.53,4,0
581,Core2Duo,2.54,1,0
582,Core2Duo,2.54,2,0
583,Core2Duo,2.54,3,0
584,Core2Duo,2.54,4,0
585,Core2Duo,2.55,1,0
586,Core2Duo,2.55,2,0
587,Core2Duo,2.55,3,0
588,Core2Duo,2.55,4,0
589,Core2Duo,2.56,1,0
590,Core2Duo,2.56,2,0
591,Core2Duo,2.56,3,0
592,Core2Duo,2.56,4,0
593,Core2Duo,2.57,1,0
594,Core2Duo,2.57,2,0
595,Core2Duo,2.57,3,0
596,Core2Duo,2.57,4,0
597,Core2Duo,2.58,1,0
598,Core2Duo,2.58,2,0
599,Core2Duo,2.58,3,0
600,Core2Duo,2.58,4,0
601,Core2Duo,2.59,1,0
602,Core2Duo,2.59,2,0
603,Core2Duo,2.59,3,0
604,Core2Duo,2.59,4,0
605,Core2Duo,2.6,1,0
606,Core2Duo,2.6,2,0
607,Core2Duo,2.6,3,0
608,Core2Duo,2.6,4,0
609,Core2Duo,2.61,1,0
610,Core2Duo,2.61,2,0
611,Core2Duo,2.61,3,0
612,Core2Duo,2.61,4,0
613,Core2Duo,2.62,1,0
614,Core2Duo,2.62,2,0
615,Core2Duo,2.62,3,0
616,Core2Duo,2.62,4,0
617,Core2Duo,2.63,1,0
618,Core2Duo,2.63,2,0
619,Core2Duo,2.63,3,0
620,Core2Duo,2.63,4,0
621,Core2Duo,2.64,1,0
622,Core2Duo,2.64,2,0
623,Core2Duo,2.64,3,0
624,Core2Duo,2.64,4,0
625,Core2Duo,2.65,1,0
626,Core2Duo,2.65,2,0
627,Core2Duo,2.65,3,0
628,Core2Duo,2.65,4,0
629,Core2Duo,2.66,1,0
630,Core2Duo,2.66,2,0
631,Core2Duo,2.66,3,0
632,Core2Duo,2.66,4,0
633,Core2Duo,2.67,1,0
634,Core2Duo,2.67,2,0
635,Core2Duo,2.67,3,0
636,Core2Duo,2.67,4,0
637,Core2Duo,2.68,1,0
638,Core2Duo,2.68,2,0
639,Core2Duo,2.68,3,0
640,Core2Duo,2.68,4,0
641,Core2Duo,2.69,1,0
642,Core2Duo,2.69,2,0
643,Core2Duo,2.69,3,0
644,Core2Duo,2.69,4,0
645,Core2Duo,2.7,1,0
646,Core2Duo,2.7,2,0
647,Core2Duo,2.7,3,0
648,Core2Duo,2.7,4,0
649,Core2Duo,2.71,1,0
650,Core2Duo,2.71,2,0
651,Core2Duo,2.71,3,0
652,Core2Duo,2.71,4,0
653,Core2Duo,2.72,1,0
654,Core2Duo,2.72,2,0
655,Core2Duo,2.72,3,0
656,Core2Duo,2.72,4,0
657,Core2Duo,2.73,1,0
658,Core2Duo,2.73,2,0
659,Core2Duo,2.73,3,0
660,Core2Duo,2.73,4,0
661,Core2Duo,2.74,1,0
662,Core2Duo,2.74,2,0
663,Core2Duo,2.74,3,0
664,Core2Duo,2.74,4,0
665,Core2Duo,2.75,1,0
666,Core2Duo,2.75,2,0
667,Core2Duo,2.75,3,0
668,Core2Duo,2.75,4,0
669,Core2Duo,2.76,1,0
670,Core2Duo,2.76,2,0
671,Core2Duo,2.76,3,0
672,Core2Duo,2.76,4,0
673,Core2Duo,2.77,1,0
674,Core2Duo,2.77,2,0
675,Core2Duo,2.77,3,0
676,Core2Duo,2.77,4,0
677,Core2Duo,2.78,1,0
678,Core2Duo,2.78,2,0
679,Core2Duo,2.78,3,0
680,Core2Duo,2.78,4,0
681,Core2Duo,2.79,1,0
682,Core2Duo,2.79,2,0
683,Core2Duo,2.79,3,0
684,Core2Duo,2.79,4,0
685,Core2Duo,2.8,1,0
686,Core2Duo,2.8,2,0
687,Core2Duo,2.8,3,0
688,Core2Duo,2.8,4,0
689,Core2Duo,2.81,1,0
690,Core2Duo,2.81,2,0
691,Core2Duo,2.81,3,0
692,Core2Duo,2.81,4,0
693,Core2Duo,2.82,1,0
694,Core2Duo,2.82,2,0
695,Core2Duo,2.82,3,0
696,Core2Duo,2.82,4,0
697,Core2Duo,2.83,1,0
698,Core2Duo,2.83,2,0
699,Core2Duo,2.83,3,0
700,Core2Duo,2.83,4,0
701,Core2Duo,2.84,1,0
702,Core2Duo,2.84,2,0
703,Core2Duo,2.84,3,0
704,Core2Duo,2.84,4,0
705,Core2Duo,2.85,1,0
706,Core2Duo,2.85,2,0
707,Core2Duo,2.85,3,0
708,Core2Duo,2.85,4,0
709,Core2Duo,2.86,1,0
710,Core2Duo,2.86,2,0
711,Core2Duo,2.86,3,0
712,Core2Duo,2.86,4,0
713,Core2Duo,2.87,1,0
714,Core2Duo,2.87,2,0
715,Core2Duo,2.87,3,0
716,Core2Duo,2.87,4,0
717,Core2Duo,2.88,1,0
718,Core2Duo,2.88,2,0
719,Core2Duo,2.88,3,0
720,Core2Duo,2.88,4,0
721,Core2Duo,2.89,1,0
722,Core2Duo,2.89,2,0
723,Core2Duo,2.89,3,0
724,Core2Duo,2.89,4,0
725,Core2Duo,2.9,1,0
726,Core2Duo,2.9,2,0
727,Core2Duo,2.9,3,0
728,Core2Duo,2.9,4,0
729,Core2Duo,2.91,1,0
730,Core2Duo,2.91,2,0
731,Core2Duo,2.91,3,0
732,Core2Duo,2.91,4,0
733,Core2Duo,2.92,1,0
734,Core2Duo,2.92,2,0
735,Core2Duo,2.92,3,0
736,Core2Duo,2.92,4,0
737,Core2Duo,2.93,1,0
738,Core2Duo,2.93,2,0
739,Core2Duo,2.93,3,0
740,Core2Duo,2.93,4,0
741,Core2Duo,2.94,1,0
742,Core2Duo,2.94,2,0
743,Core2Duo,2.94,3,0
744,Core2Duo,2.94,4,0
745,Core2Duo,2.95,1,0
746,Core2Duo,2.95,2,0
747,Core2Duo,2.95,3,0
748,Core2Duo,2.95,4,0
749,Core2Duo,2.96,1,0
750,Core2Duo,2.96,2,0
751,Core2Duo,2.96,3,0
752,Core2Duo,2.96,4,0
753,Core2Duo,2.97,1,0
754,Core2Duo,2.97,2,0
755,Core2Duo,2.97,3,0
756,Core2Duo,2.97,4,0
757,Core2Duo,2.98,1,0
758,Core2Duo,2.98,2,0
759,Core2Duo,2.98,3,0
760,Core2Duo,2.98,4,0
761,Core2Duo,2.99,1,0
762,Core2Duo,2.99,2,0
763,Core2Duo,2.99,3,0
764,Core2Duo,2.99,4,0
765,Core2Duo,3,1,0
766,Core2Duo,3,2,0
767,Core2Duo,3,3,0
768,Core2Duo,3,4,0
769,Core2Duo,3.01,1,0
770,Core2Duo,3.01,2,0
771,Core2Duo,3.01,3,0
772,Core2Duo,3.01,4,0
773,Core2Duo,3.02,1,0
774,Core2Duo,3.02,2,0
775,Core2Duo,3.02,3,0
776,Core2Duo,3.02,4,0
777,Core2Duo,3.03,1,0
778,Core2Duo,3.03,2,0
779,Core2Duo,3.03,3,0
780,Core2Duo,3.03,4,0
781,Core2Duo,3.04,1,0
782,Core2Duo,3.04,2,0
783,Core2Duo,3.04,3,0
784,Core2Duo,3.04,4,0
785,Core2Duo,3.05,1,0
786,Core2Duo,3.05,2,0
787,Core2Duo,3.05,3,0
788,Core2Duo,3.05,4,0
789,Core2Duo,3.06,1,0
790,Core2Duo,3.06,2,0
791,Core2Duo,3.06,3,0
792,Core2Duo,3.06,4,0
793,Core2Duo,3.07,1,0
794,Core2Duo,3.07,2,0
795,Core2Duo,3.07,3,0
796,Core2Duo,3.07,4,0
797,Core2Duo,3.08,1,0
798,Core2Duo,3.08,2,0
799,Core2Duo,3.08,3,0
800,Core2Duo,3.08,4,0
801,Core2Duo,3.09,1,0
802,Core2Duo,3.09,2,0
803,Core2Duo,3.09,3,0
804,Core2Duo,3.09,4,0
805,Core2Duo,3.1,1,0
806,Core2Duo,3.1,2,0
807,Core2Duo,3.1,3,0
808,Core2Duo,3.1,4,0
809,Core2Duo,3.11,1,0
810,Core2Duo,3.11,2,0
811,Core2Duo,3.11,3,0
812,Core2Duo,3.11,4,0
813,Core2Duo,3.12,1,0
814,Core2Duo,3.12,2,0
815,Core2Duo,3.12,3,0
816,Core2Duo,3.12,4,0
817,Core2Duo,3.13,1,0
818,Core2Duo,3.13,2,0
819,Core2Duo,3.13,3,0
